,User,exerciseType,rep_count,t (sec),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z,set_id
985,Morgan,bicep curls,0,22.157,-0.62,0.6,-0.32,-3511,3318,7854,307.28,-156.4,297.16,5
986,Morgan,bicep curls,0,22.323,-0.46,0.74,-0.32,-2279,2902,5098,227.24,-186.76,282.44,5
987,Morgan,bicep curls,0,22.443,-0.39,0.78,-0.31,123,-328,1180,189.52,-191.36,268.64,5
988,Morgan,bicep curls,0,22.543,-0.31,0.8,-0.28,112,2267,857,178.48,-188.6,269.56,5
989,Morgan,bicep curls,0,22.657,-0.23,0.83,-0.26,-253,1083,950,154.56,-189.52,266.8,5
990,Morgan,bicep curls,0,22.776,-0.2,0.84,-0.26,-88,-72,587,150.88,-189.52,266.8,5
991,Morgan,bicep curls,0,22.943,-0.18,0.85,-0.26,-332,917,776,148.12,-190.44,262.2,5
992,Morgan,bicep curls,0,23.042,-0.17,0.86,-0.26,-239,247,569,138,-187.68,261.28,5
993,Morgan,bicep curls,0,23.156,-0.16,0.86,-0.25,-69,275,400,133.4,-193.2,260.36,5
994,Morgan,bicep curls,0,23.275,-0.16,0.86,-0.25,-37,337,7,130.64,-195.04,258.52,5
995,Morgan,bicep curls,0,23.442,-0.15,0.86,-0.24,84,131,-131,128.8,-189.52,255.76,5
996,Morgan,bicep curls,0,23.542,-0.15,0.86,-0.25,38,282,-46,128.8,-191.36,257.6,5
997,Morgan,bicep curls,0,23.642,-0.14,0.86,-0.25,190,103,-88,129.72,-193.2,255.76,5
998,Morgan,bicep curls,0,23.76,-0.13,0.86,-0.24,18,264,4,131.56,-193.2,255.76,5
999,Morgan,bicep curls,0,23.879,-0.14,0.87,-0.25,-49,263,71,129.72,-194.12,257.6,5
1000,Morgan,bicep curls,0,24.043,-0.14,0.87,-0.25,-10,158,-91,128.8,-193.2,256.68,5
1001,Morgan,bicep curls,0,24.143,-0.13,0.87,-0.24,36,295,66,126.96,-194.12,252.08,5
1002,Morgan,bicep curls,0,24.243,-0.13,0.87,-0.24,13,242,122,126.96,-195.04,253,5
1003,Morgan,bicep curls,0,24.355,-0.13,0.87,-0.25,52,95,-48,125.12,-197.8,253.92,5
1004,Morgan,bicep curls,0,24.47,-0.13,0.87,-0.25,72,-99,-63,124.2,-195.04,253,5
1005,Morgan,bicep curls,0,24.642,-0.13,0.87,-0.24,64,214,-42,128.8,-195.96,253,5
1006,Morgan,bicep curls,0,24.742,-0.14,0.87,-0.24,84,115,-26,128.8,-195.04,254.84,5
1007,Morgan,bicep curls,0,24.842,-0.14,0.87,-0.24,88,169,8,126.96,-196.88,253,5
1008,Morgan,bicep curls,0,24.961,-0.13,0.87,-0.23,-10,399,-32,126.96,-196.88,253,5
1009,Morgan,bicep curls,0,25.053,-0.13,0.87,-0.24,23,126,-74,127.88,-197.8,251.16,5
1011,Morgan,tricep,0,0.162,-0.23,0.8,-0.35,40,-90,168,149.96,-273.24,74.52,6
1012,Morgan,tricep,0,0.24,-0.24,0.79,-0.35,34,228,137,148.12,-274.16,73.6,6
1013,Morgan,tricep,0,0.357,-0.24,0.79,-0.35,-11,245,-33,143.52,-269.56,73.6,6
1014,Morgan,tricep,0,0.452,-0.24,0.79,-0.35,149,120,-138,146.28,-274.16,72.68,6
1015,Morgan,tricep,0,0.586,-0.23,0.79,-0.35,317,250,-254,150.88,-274.16,71.76,6
1016,Morgan,tricep,0,0.741,-0.25,0.8,-0.34,132,146,-189,149.04,-273.24,75.44,6
1017,Morgan,tricep,0,0.84,-0.23,0.81,-0.34,-148,-217,181,149.04,-272.32,74.52,6
1018,Morgan,tricep,0,0.94,-0.21,0.83,-0.32,-953,-102,1933,138.92,-275.08,67.16,6
1019,Morgan,tricep,0,1.079,-0.15,0.86,-0.3,-2383,-35,4498,126.04,-273.24,62.56,6
1020,Morgan,tricep,0,1.24,-0.04,0.89,-0.28,-3718,880,7937,75.44,-258.52,41.4,6
1021,Morgan,tricep,0,1.34,0.04,0.94,-0.21,-4609,-932,10935,-12.88,-219.88,4.6,6
1022,Morgan,tricep,0,1.445,0.12,0.94,-0.15,-5160,-862,11656,-112.24,-149.04,-32.2,6
1023,Morgan,tricep,0,1.566,0.27,0.92,-0.07,-6006,2036,10121,-190.44,-49.68,-67.16,6
1024,Morgan,tricep,0,1.74,0.43,0.84,0.04,-4395,1943,7843,-240.12,43.24,-110.4,6
1025,Morgan,tricep,0,1.841,0.55,0.76,0.12,-1773,-1728,5566,-266.8,118.68,-122.36,6
1026,Morgan,tricep,0,1.952,0.63,0.69,0.16,192,2825,-2040,-276,138,-115,6
1027,Morgan,tricep,0,2.075,0.64,0.69,0.16,3004,-550,-4670,-264.96,117.76,-126.96,6
1028,Morgan,tricep,0,2.241,0.6,0.76,0.13,5707,-1264,-7500,-244.72,51.52,-107.64,6
1029,Morgan,tricep,0,2.34,0.58,0.82,0.06,6877,40,-10095,-200.56,-37.72,-73.6,6
1030,Morgan,tricep,0,2.467,0.42,0.9,-0.04,6564,-2758,-9591,-131.56,-131.56,-26.68,6
1031,Morgan,tricep,0,2.566,0.28,0.92,-0.14,5679,-2833,-9886,-52.44,-198.72,37.72,6
1032,Morgan,tricep,0,2.74,0.12,0.93,-0.25,4639,396,-9363,36.8,-241.04,78.2,6
1033,Morgan,tricep,0,2.84,0,0.88,-0.31,4090,830,-8347,80.96,-253,95.68,6
1034,Morgan,tricep,0,2.94,-0.17,0.82,-0.35,2980,-417,-6861,160.08,-266.8,126.04,6
1035,Morgan,tricep,0,3.05,-0.26,0.74,-0.39,1433,1542,-4389,217.12,-265.88,143.52,6
1036,Morgan,tricep,1,3.186,-0.34,0.68,-0.42,221,-3498,-2457,248.4,-262.2,149.96,6
1037,Morgan,tricep,0,3.34,-0.34,0.66,-0.35,-1520,-642,2930,269.56,-264.96,142.6,6
1038,Morgan,tricep,0,3.44,-0.31,0.69,-0.32,-4405,-2517,7603,226.32,-275.08,118.68,6
1039,Morgan,tricep,0,3.546,-0.21,0.79,-0.27,-5958,-949,12438,126.96,-272.32,72.68,6
1040,Morgan,tricep,0,3.69,-0.1,0.9,-0.23,-7271,-307,16014,58.88,-255.76,45.08,6
1041,Morgan,tricep,0,3.84,0.03,0.99,-0.16,-6806,1690,14532,-87.4,-176.64,-11.96,6
1042,Morgan,tricep,0,3.94,0.23,0.97,-0.04,-5268,2524,9940,-184.92,-60.72,-75.44,6
1043,Morgan,tricep,0,4.041,0.42,0.87,0.08,-5396,734,8669,-230.92,38.64,-117.76,6
1044,Morgan,tricep,0,4.169,0.56,0.76,0.13,-4161,1278,7055,-264.96,133.4,-138,6
1045,Morgan,tricep,0,4.288,0.61,0.67,0.25,-9,1464,742,-267.72,180.32,-161.92,6
1046,Morgan,tricep,0,4.44,0.63,0.63,0.27,2973,2664,-5134,-259.44,147.2,-166.52,6
1047,Morgan,tricep,0,4.541,0.65,0.69,0.3,7274,799,-8985,-242.88,105.8,-164.68,6
1048,Morgan,tricep,0,4.655,0.52,0.82,0.22,8823,-2388,-10759,-203.32,-3.68,-129.72,6
1049,Morgan,tricep,0,4.792,0.41,0.9,0.05,8934,-3695,-11534,-129.72,-124.2,-69.92,6
1050,Morgan,tricep,0,4.94,0.24,0.96,-0.07,7675,564,-10914,-43.24,-207,9.2,6
1051,Morgan,tricep,0,5.04,0.07,0.93,-0.19,6854,809,-10241,57.96,-255.76,64.4,6
1052,Morgan,tricep,0,5.151,-0.05,0.86,-0.27,5047,1304,-8697,149.96,-272.32,112.24,6
1053,Morgan,tricep,0,5.289,-0.15,0.78,-0.34,2770,552,-5651,211.6,-265.88,143.52,6
1054,Morgan,tricep,0,5.441,-0.22,0.72,-0.38,499,-2793,-346,230,-266.8,148.12,6
1055,Morgan,tricep,2,5.54,-0.28,0.73,-0.4,-1848,-1376,4177,233.68,-264.04,146.28,6
1056,Morgan,tricep,0,5.667,-0.22,0.81,-0.35,-4370,214,10078,180.32,-271.4,126.96,6
1057,Morgan,tricep,0,5.781,-0.14,0.89,-0.28,-5686,-190,13862,70.84,-254.84,85.56,6
1058,Morgan,tricep,0,5.939,-0.04,0.93,-0.27,-6832,1056,13308,-59.8,-194.12,34.96,6
1059,Morgan,tricep,0,6.04,0.15,0.93,-0.18,-5083,-167,10827,0.92,9.2,34.96,6
1060,Morgan,tricep,0,6.165,0.31,0.87,-0.11,-6605,3711,9269,-228.16,-9.2,-45.08,6
1061,Morgan,tricep,0,6.333,0.51,0.84,0.02,-6500,2307,9221,-244.72,43.24,-79.12,6
1062,Morgan,tricep,0,6.44,0.63,0.73,0.12,-3629,995,5527,-274.16,138.92,-115.92,6
1063,Morgan,tricep,0,6.54,0.65,0.62,0.15,-690,2,599,-286.12,194.12,-122.36,6
1064,Morgan,tricep,0,6.639,0.66,0.6,0.18,3382,1838,-5777,-278.76,178.48,-126.96,6
1065,Morgan,tricep,0,6.776,0.61,0.66,0.14,7102,-2769,-8090,-259.44,86.48,-109.48,6
1066,Morgan,tricep,0,6.94,0.55,0.82,0.09,7507,1837,-11662,-207,-23,-87.4,6
1067,Morgan,tricep,0,7.04,0.42,0.92,0.01,10011,-3230,-13687,-164.68,-86.48,-65.32,6
1068,Morgan,tricep,0,7.14,0.25,0.95,-0.1,7658,1871,-13115,-57.96,-195.96,12.88,6
1069,Morgan,tricep,0,7.253,0.05,0.96,-0.2,6552,1696,-11452,61.64,-255.76,62.56,6
1070,Morgan,tricep,0,7.399,-0.06,0.86,-0.3,6295,-2623,-7936,162.84,-272.32,115.92,6
1071,Morgan,tricep,0,7.54,-0.16,0.76,-0.36,2587,-2482,-3267,230,-264.96,153.64,6
1072,Morgan,tricep,3,7.64,-0.25,0.71,-0.39,-418,-2284,2938,242.88,-262.2,161.92,6
1073,Morgan,tricep,0,7.759,-0.26,0.74,-0.38,-3420,-452,6597,200.56,-265.88,143.52,6
1074,Morgan,tricep,0,7.909,-0.22,0.78,-0.36,-5344,2705,9708,116.84,-262.2,106.72,6
1075,Morgan,tricep,0,8.04,-0.1,0.88,-0.29,-7116,1377,11502,64.4,-252.08,74.52,6
1076,Morgan,tricep,0,8.14,0.05,0.95,-0.22,-8633,3974,10891,-44.16,-201.48,12.88,6
1077,Morgan,tricep,0,8.268,0.22,0.97,-0.11,-8349,1532,9549,-131.56,-117.76,-69.92,6
1078,Morgan,tricep,0,8.381,0.34,0.9,0.02,-7195,2864,7195,-190.44,-23.92,-130.64,6
1079,Morgan,tricep,0,8.541,0.46,0.81,0.13,-4619,-360,5649,-218.96,53.36,-167.44,6
1080,Morgan,tricep,0,8.639,0.57,0.75,0.27,-3636,2812,3243,-234.6,115,-190.44,6
1081,Morgan,tricep,0,8.756,0.61,0.67,0.31,-2142,-365,2850,-243.8,158.24,-201.48,6
1082,Morgan,tricep,0,8.882,0.62,0.63,0.34,884,-122,-582,-245.64,167.44,-201.48,6
1083,Morgan,tricep,0,9.04,0.63,0.63,0.34,3030,815,-3901,-241.04,155.48,-201.48,6
1084,Morgan,tricep,0,9.14,0.59,0.69,0.29,6467,574,-6688,-224.48,93.84,-192.28,6
1085,Morgan,tricep,0,9.242,0.53,0.81,0.2,9617,-1204,-8425,-191.36,-1.84,-161.92,6
1086,Morgan,tricep,0,9.364,0.47,0.87,0.11,9471,513,-9353,-137.08,-108.56,-99.36,6
1087,Morgan,tricep,0,9.51,0.3,0.95,-0.01,10161,-1648,-10117,-57.96,-194.12,-31.28,6
1088,Morgan,tricep,0,9.64,0.14,0.95,-0.15,8952,-643,-10252,39.56,-246.56,55.2,6
1089,Morgan,tricep,0,9.745,0.03,0.88,-0.24,6436,-2015,-7320,84.64,-260.36,86.48,6
1090,Morgan,tricep,0,9.865,-0.09,0.81,-0.34,3614,-1802,-4836,155.48,-263.12,138,6
1091,Morgan,tricep,0,10.01,-0.17,0.75,-0.38,508,-1379,-571,202.4,-262.2,157.32,6
1092,Morgan,tricep,0,10.149,-0.22,0.75,-0.4,-2052,-1434,4342,195.96,-262.2,153.64,6
1093,Morgan,tricep,4,10.244,-0.16,0.79,-0.42,-4611,2639,8458,142.6,-262.2,126.96,6
1094,Morgan,tricep,0,10.38,-0.06,0.86,-0.37,-7023,1690,13063,32.2,-241.04,75.44,6
1095,Morgan,tricep,0,10.54,0.09,0.91,-0.28,-8908,3766,13758,-92.92,-168.36,3.68,6
1096,Morgan,tricep,0,10.639,0.28,0.92,-0.14,-9960,3103,10592,-143.52,-116.84,-46,6
1097,Morgan,tricep,0,10.74,0.41,0.85,-0.04,-7442,2352,8214,-214.36,-4.6,-107.64,6
1098,Morgan,tricep,0,10.869,0.58,0.8,0.13,-8485,3924,6168,-240.12,92.92,-162.84,6
1099,Morgan,tricep,0,11.04,0.63,0.68,0.23,-3549,2187,3419,-255.76,181.24,-192.28,6
1100,Morgan,tricep,0,11.14,0.64,0.59,0.33,-1142,2285,-109,-246.56,213.44,-216.2,6
1101,Morgan,tricep,0,11.245,0.65,0.57,0.34,1727,252,-2206,-243.8,204.24,-218.96,6
1102,Morgan,tricep,0,11.367,0.6,0.62,0.3,7331,-1418,-5512,-230.92,146.28,-215.28,6
1103,Morgan,tricep,0,11.54,0.59,0.72,0.28,10975,-1093,-9466,-219.88,90.16,-200.56,6
1104,Morgan,tricep,0,11.639,0.47,0.84,0.13,12072,-6194,-11589,-181.24,-41.4,-131.56,6
1105,Morgan,tricep,0,11.739,0.31,0.94,-0.05,9668,-2732,-14126,-99.36,-161.92,-27.6,6
1106,Morgan,tricep,0,11.856,0.13,0.95,-0.19,8916,-4549,-12138,18.4,-238.28,62.56,6
1107,Morgan,tricep,0,11.976,-0.02,0.88,-0.28,4098,610,-8576,136.16,-263.12,126.96,6
1108,Morgan,tricep,0,12.14,-0.11,0.8,-0.32,1715,-237,-2990,194.12,-259.44,149.04,6
1109,Morgan,tricep,0,12.257,-0.17,0.77,-0.36,-2493,483,3542,194.12,-263.12,145.36,6
1110,Morgan,tricep,5,12.379,-0.15,0.8,-0.37,-5797,1067,9178,122.36,-264.96,110.4,6
1111,Morgan,tricep,0,12.54,-0.09,0.89,-0.3,-7258,291,11906,78.2,-256.68,82.8,6
1112,Morgan,tricep,0,12.64,0,0.94,-0.27,-8420,3027,12236,-41.4,-209.76,22.08,6
1113,Morgan,tricep,0,12.753,0.21,0.95,-0.12,-8233,4233,10279,-138,-122.36,-60.72,6
1114,Morgan,tricep,0,12.871,0.33,0.89,-0.01,-7198,2920,8359,-199.64,-19.32,-115.92,6
1115,Morgan,tricep,0,13.04,0.47,0.8,0.14,-6779,2779,6307,-230,73.6,-170.2,6
1116,Morgan,tricep,0,13.14,0.56,0.72,0.27,-5131,5348,3459,-232.76,152.72,-216.2,6
1117,Morgan,tricep,0,13.24,0.59,0.63,0.35,-391,1199,956,-221.72,190.44,-241.96,6
1118,Morgan,tricep,0,13.351,0.61,0.61,0.39,1985,587,-1865,-218.04,191.36,-248.4,6
1119,Morgan,tricep,0,13.464,0.57,0.63,0.38,5858,2008,-6009,-207.92,142.6,-244.72,6
1120,Morgan,tricep,0,13.64,0.55,0.73,0.36,6960,533,-6850,-174.8,59.8,-237.36,6
1121,Morgan,tricep,0,13.74,0.48,0.86,0.27,11615,-3232,-8605,-134.32,-41.4,-198.72,6
1122,Morgan,tricep,0,13.868,0.36,0.92,0.12,12702,-14243,-11111,-79.12,-161.92,-83.72,6
1123,Morgan,tricep,0,14.04,0.14,0.94,-0.07,5956,-764,-11012,11.04,-235.52,40.48,6
1124,Morgan,tricep,0,14.14,0.02,0.94,-0.14,3574,1862,-8014,98.44,-266.8,69,6
1125,Morgan,tricep,0,14.24,-0.09,0.88,-0.22,3492,-1584,-4754,134.32,-273.24,81.88,6
1126,Morgan,tricep,0,14.341,-0.17,0.84,-0.27,549,-48,-729,179.4,-275.08,106.72,6
1127,Morgan,tricep,6,14.464,-0.19,0.83,-0.29,-1935,623,4165,176.64,-274.16,108.56,6
1128,Morgan,tricep,0,14.579,-0.16,0.89,-0.28,-4215,915,9005,119.6,-267.72,85.56,6
1129,Morgan,tricep,0,14.74,-0.06,0.94,-0.24,-6783,2758,12315,11.04,-235.52,37.72,6
1130,Morgan,tricep,0,14.839,0.08,0.95,-0.2,-7150,2765,14020,-110.4,-154.56,-21.16,6
1131,Morgan,tricep,0,14.957,0.24,0.92,-0.07,-9266,7038,10655,-193.2,-40.48,-108.56,6
1132,Morgan,tricep,0,15.093,0.42,0.83,0.11,-8297,3672,6988,-193.2,-40.48,0.92,6
1133,Morgan,tricep,0,15.24,0.51,0.75,0.24,-7259,4814,4451,-223.56,113.16,-207.92,6
1134,Morgan,tricep,0,15.359,0.61,0.65,0.36,-1357,647,1034,-208.84,184.92,-260.36,6
1135,Morgan,tricep,0,15.479,0.58,0.6,0.35,847,2324,-1489,-223.56,189.52,-249.32,6
1136,Morgan,tricep,0,15.64,0.56,0.61,0.37,6183,-849,-4562,-207.92,153.64,-253.92,6
1137,Morgan,tricep,0,15.74,0.56,0.7,0.38,6548,1941,-5804,-182.16,73.6,-236.44,6
1138,Morgan,tricep,0,15.845,0.51,0.84,0.31,9338,-931,-6816,-146.28,-23.92,-206.08,6
1139,Morgan,tricep,0,15.958,0.42,0.94,0.2,10582,2106,-8251,-120.52,-77.28,-179.4,6
1140,Morgan,tricep,0,16.08,0.28,0.98,0.04,11637,-3651,-8372,-52.44,-173.88,-109.48,6
1141,Morgan,tricep,0,16.24,0.15,0.94,-0.13,10152,-3949,-8708,21.16,-242.88,-9.2,6
1142,Morgan,tricep,0,16.34,0.01,0.87,-0.26,6851,-4036,-7258,110.4,-271.4,74.52,6
1143,Morgan,tricep,0,16.448,-0.09,0.8,-0.32,2681,-1513,-4326,178.48,-272.32,121.44,6
1144,Morgan,tricep,0,16.565,-0.16,0.77,-0.34,45,-1453,1177,209.76,-271.4,135.24,6
1145,Morgan,tricep,0,16.739,-0.2,0.78,-0.37,-1973,-523,5204,179.4,-270.48,124.2,6
1146,Morgan,tricep,7,16.84,-0.16,0.81,-0.38,-5400,3031,8570,179.4,-270.48,0.92,6
1147,Morgan,tricep,0,16.97,-0.06,0.89,-0.32,-8241,2607,10133,51.52,-253.92,57.04,6
1148,Morgan,tricep,0,17.14,0.03,0.91,-0.26,-8093,2128,11490,-49.68,-201.48,-8.28,6
1149,Morgan,tricep,0,17.241,0.18,0.93,-0.11,-9043,3663,9738,-138.92,-115,-87.4,6
1150,Morgan,tricep,0,17.34,0.35,0.89,0.02,-6958,2657,6310,-189.52,-12.88,-157.32,6
1151,Morgan,tricep,0,17.455,0.48,0.82,0.13,-6755,3070,5373,-207,68.08,-198.72,6
1152,Morgan,tricep,0,17.58,0.54,0.75,0.27,-4518,2135,3071,-213.44,137.08,-237.36,6
1153,Morgan,tricep,0,17.739,0.56,0.68,0.36,92,2379,-497,-204.24,162.84,-256.68,6
1154,Morgan,tricep,0,17.84,0.51,0.65,0.3,6000,-714,-4959,-204.24,146.28,-251.16,6
1155,Morgan,tricep,0,17.949,0.47,0.75,0.27,8476,702,-7207,-185.84,62.56,-233.68,6
1156,Morgan,tricep,0,18.081,0.46,0.88,0.27,9286,719,-8722,-139.84,-42.32,-201.48,6
1157,Morgan,tricep,0,18.24,0.38,0.97,0.15,11229,-1659,-8489,-74.52,-142.6,-138,6
1158,Morgan,tricep,0,18.34,0.22,0.98,-0.04,11261,-4189,-8885,-3.68,-224.48,-44.16,6
1159,Morgan,tricep,0,18.468,0.05,0.92,-0.19,8515,-4388,-8700,81.88,-263.12,53.36,6
1160,Morgan,tricep,0,18.639,-0.04,0.85,-0.29,4808,-2576,-6209,163.76,-275.08,110.4,6
1161,Morgan,tricep,0,18.74,-0.1,0.81,-0.32,-288,-420,21,185.84,-273.24,118.68,6
1162,Morgan,tricep,8,18.84,-0.12,0.82,-0.35,-3501,598,6091,177.56,-273.24,113.16,6
1163,Morgan,tricep,0,18.939,-0.08,0.87,-0.33,-7893,3201,10087,103.96,-267.72,71.76,6
1164,Morgan,tricep,0,19.061,0.01,0.91,-0.29,-8935,1189,12755,-11.96,-226.32,0.92,6
1165,Morgan,tricep,0,19.189,0.15,0.93,-0.14,-10814,1436,12045,-122.36,-132.48,-81.88,6
1166,Morgan,tricep,0,19.339,0.31,0.91,-0.01,-8834,1910,8835,-195.04,-16.56,-142.6,6
1167,Morgan,tricep,0,19.439,0.45,0.83,0.08,-8514,3756,7265,-228.16,90.16,-194.12,6
1168,Morgan,tricep,0,19.545,0.55,0.74,0.23,-4491,1745,3706,-226.32,137.08,-227.24,6
1169,Morgan,tricep,0,19.684,0.57,0.66,0.34,-1135,2150,621,-218.04,184,-249.32,6
1170,Morgan,tricep,0,19.84,0.56,0.64,0.35,5152,-1862,-3656,-214.36,174.8,-253.92,6
1171,Morgan,tricep,0,19.949,0.51,0.68,0.32,10250,446,-8663,-199.64,81.88,-226.32,6
1172,Morgan,tricep,0,20.071,0.46,0.83,0.22,10406,-851,-9654,-151.8,-43.24,-183.08,6
1173,Morgan,tricep,0,20.24,0.39,0.97,0.12,12828,-874,-11460,-74.52,-160.08,-111.32,6
1174,Morgan,tricep,0,20.34,0.21,0.97,-0.04,11546,-3855,-10709,23.92,-243.8,3.68,6
1175,Morgan,tricep,0,20.44,0.08,0.92,-0.19,7115,353,-7905,69,-261.28,51.52,6
1176,Morgan,tricep,0,20.544,-0.01,0.88,-0.26,3246,-1384,-3244,137.08,-272.32,102.12,6
1177,Morgan,tricep,9,20.692,-0.07,0.81,-0.33,-578,-3364,2962,162.84,-269.56,125.12,6
1178,Morgan,tricep,0,20.84,-0.05,0.82,-0.33,-6794,3687,8725,122.36,-265.88,100.28,6
1179,Morgan,tricep,0,20.94,-0.03,0.9,-0.32,-9158,3040,12139,18.4,-237.36,29.44,6
1180,Morgan,tricep,0,21.069,0.17,0.97,-0.19,-11755,3645,11040,-92.92,-159.16,-70.84,6
1181,Morgan,tricep,0,21.24,0.28,0.95,-0.11,-8766,406,11745,-174.8,-48.76,-135.24,6
1182,Morgan,tricep,0,21.34,0.42,0.86,0.06,-9626,3638,8299,-213.44,76.36,-199.64,6
1183,Morgan,tricep,0,21.44,0.52,0.76,0.24,-7561,6649,4026,-217.12,134.32,-231.84,6
1184,Morgan,tricep,0,21.554,0.53,0.63,0.31,369,-1415,358,-200.56,196.88,-273.24,6
1185,Morgan,tricep,0,21.675,0.55,0.61,0.33,3708,-750,-3371,-206.08,181.24,-264.96,6
1186,Morgan,tricep,0,21.84,0.55,0.68,0.31,9483,-406,-7145,-195.96,109.48,-248.4,6
1187,Morgan,tricep,0,21.94,0.57,0.79,0.29,9172,-989,-7735,-165.6,-1.84,-204.24,6
1188,Morgan,tricep,0,22.049,0.48,0.88,0.17,12164,-4941,-8340,-125.12,-102.12,-137.08,6
1189,Morgan,tricep,0,22.161,0.3,0.92,-0.03,11784,-6552,-11091,-57.04,-197.8,-14.72,6
1190,Morgan,tricep,0,22.306,0.13,0.92,-0.16,6627,-302,-9917,-8.28,-229.08,31.28,6
1191,Morgan,tricep,0,22.44,0.04,0.88,-0.24,3055,-169,-6153,84.64,-261.28,83.72,6
1192,Morgan,tricep,0,22.54,-0.05,0.84,-0.32,139,93,-1884,134.32,-272.32,99.36,6
1193,Morgan,tricep,0,22.647,-0.11,0.82,-0.37,-1569,123,-38,143.52,-272.32,95.68,6
1194,Morgan,tricep,0,22.793,-0.15,0.8,-0.4,-450,459,821,139.84,-274.16,80.96,6
1195,Morgan,tricep,0,22.94,-0.19,0.79,-0.41,-38,-372,770,131.56,-272.32,81.88,6
1196,Morgan,tricep,0,23.04,-0.2,0.79,-0.42,-107,1308,-112,129.72,-272.32,80.96,6
1197,Morgan,tricep,0,23.153,-0.19,0.78,-0.41,360,-203,31,126.96,-275.08,76.36,6
1198,Morgan,tricep,0,23.275,-0.2,0.77,-0.41,-130,539,56,127.88,-274.16,77.28,6
1199,Morgan,tricep,0,23.44,-0.19,0.78,-0.42,-415,424,-152,128.8,-275.08,73.6,6
1200,Morgan,tricep,0,23.539,-0.19,0.78,-0.41,-334,376,-86,127.88,-275.08,70.84,6
1201,Morgan,tricep,0,23.639,-0.18,0.8,-0.4,95,368,-84,126.04,-273.24,68.08,6
1202,Morgan,tricep,0,23.745,-0.18,0.79,-0.4,190,-148,185,128.8,-277.84,67.16,6
1203,Morgan,tricep,0,23.858,-0.18,0.79,-0.4,-240,208,143,126.04,-275.08,67.16,6
1204,Morgan,tricep,0,24.003,-0.18,0.79,-0.4,-202,338,-65,123.28,-274.16,63.48,6
1205,Morgan,tricep,0,24.14,-0.18,0.8,-0.4,30,413,-183,125.12,-275.08,64.4,6
1206,Morgan,tricep,0,24.239,-0.18,0.79,-0.39,75,149,-198,127.88,-275.08,61.64,6
1207,Morgan,tricep,0,24.35,-0.18,0.78,-0.39,-154,205,-55,130.64,-274.16,63.48,6
1208,Morgan,tricep,0,24.465,-0.19,0.8,-0.39,-149,220,-330,129.72,-275.08,58.88,6
1209,Morgan,tricep,0,24.639,-0.18,0.79,-0.39,158,209,-175,132.48,-276,58.88,6
1210,Morgan,tricep,0,24.74,-0.18,0.79,-0.39,-2,142,78,132.48,-276.92,57.04,6
1211,Morgan,tricep,0,24.865,-0.19,0.8,-0.38,-201,492,-324,131.56,-276,57.96,6
1212,Morgan,tricep,0,25.04,-0.19,0.8,-0.38,207,-148,-45,133.4,-275.08,57.04,6
1214,Morgan,tricep,0,0.171,-0.26,0.8,-0.3,26,271,-20,172.96,-286.12,24.84,7
1215,Morgan,tricep,0,0.25,-0.26,0.81,-0.31,-49,206,-158,177.56,-287.04,23,7
1216,Morgan,tricep,0,0.356,-0.26,0.81,-0.3,170,284,-88,176.64,-287.96,22.08,7
1217,Morgan,tricep,0,0.476,-0.27,0.81,-0.3,255,123,-10,177.56,-287.96,23,7
1218,Morgan,tricep,0,0.591,-0.27,0.81,-0.3,101,345,53,174.8,-287.04,23.92,7
1219,Morgan,tricep,0,0.75,-0.27,0.81,-0.32,116,76,-143,172.04,-286.12,24.84,7
1220,Morgan,tricep,0,0.849,-0.27,0.82,-0.32,420,176,-417,175.72,-286.12,27.6,7
1221,Morgan,tricep,0,0.951,-0.28,0.82,-0.33,1195,386,-1020,183.08,-285.2,32.2,7
1222,Morgan,tricep,0,1.064,-0.29,0.81,-0.33,1467,416,-1003,193.2,-288.88,43.24,7
1223,Morgan,tricep,0,1.184,-0.3,0.78,-0.32,278,315,-682,198.72,-291.64,47.84,7
1224,Morgan,tricep,0,1.35,-0.29,0.77,-0.32,457,-269,-42,203.32,-287.96,52.44,7
1225,Morgan,tricep,0,1.451,-0.29,0.8,-0.33,920,-544,451,203.32,-287.96,54.28,7
1226,Morgan,tricep,0,1.551,-0.28,0.82,-0.34,237,-700,2059,195.04,-285.2,58.88,7
1227,Morgan,tricep,0,1.676,-0.21,0.83,-0.32,-2078,-551,5333,159.16,-282.44,55.2,7
1228,Morgan,tricep,0,1.796,-0.12,0.83,-0.27,-4869,462,8730,85.56,-265.88,23.92,7
1229,Morgan,tricep,0,1.95,-0.02,0.85,-0.23,-6974,1490,11434,35.88,-250.24,-1.84,7
1230,Morgan,tricep,0,2.064,0.12,0.9,-0.16,-8730,1723,11757,-69.92,-176.64,-65.32,7
1231,Morgan,tricep,0,2.187,0.27,0.92,-0.03,-7700,2743,9658,-155.48,-74.52,-136.16,7
1232,Morgan,tricep,0,2.351,0.43,0.86,0.11,-4314,920,5208,-197.8,20.24,-189.52,7
1233,Morgan,tricep,0,2.451,0.47,0.8,0.16,-452,-832,1445,-218.96,72.68,-194.12,7
1234,Morgan,tricep,0,2.554,0.47,0.78,0.2,4637,2676,-5343,-207.92,46.92,-192.28,7
